ano,pais,fonte,producao_energia_porcentagem,emissao_co2_per_capita
2010,Ghana,Other Fossil,18.48,44.1535
2010,Ghana,Gas,12.85,44.1535
2010,Ghana,Bioenergy,0.2,44.1535
2010,Tajikistan,Hydro,99.76,40.1313
2010,Tajikistan,Gas,0.24,40.1313
2010,Bangladesh,Gas,92.46,39.9175
2010,Bangladesh,Other Fossil,3.62,39.9175
2010,Bangladesh,Coal,1.88,39.9175
2010,Bangladesh,Hydro,1.86,39.9175
2010,Bangladesh,Solar,0.17,39.9175
2010,Cameroon,Hydro,72.01,39.7812
2010,Cameroon,Other Fossil,19.8,39.7812
2010,Cameroon,Gas,7.17,39.7812
2010,Cameroon,Bioenergy,1.02,39.7812
2010,Togo,Other Fossil,59.09,37.5012
2010,Togo,Hydro,40.91,37.5012
2010,Cambodia,Other Fossil,92.08,35.5699
2010,Cambodia,Hydro,2.97,35.5699
2010,Cambodia,Coal,2.97,35.5699
2010,Cambodia,Bioenergy,1.98,35.5699
2010,Kenya,Hydro,47.35,32.5744
2010,Kenya,Other Fossil,25.56,32.5744
2010,Kenya,Other Renewables,20.25,32.5744
2010,Kenya,Bioenergy,6.56,32.5744
2010,Kenya,Wind,0.28,32.5744
2010,Cote d'Ivoire,Gas,70.42,32.5275
2010,Cote d'Ivoire,Hydro,26.89,32.5275
2010,Cote d'Ivoire,Other Fossil,1.51,32.5275
2010,Cote d'Ivoire,Bioenergy,1.18,32.5275
2010,Timor-Leste,Other Fossil,100.0,30.8294
2010,Malawi,Hydro,90.62,30.2749
2010,Malawi,Other Fossil,6.25,30.2749
2010,Malawi,Bioenergy,3.12,30.2749
2010,Afghanistan,Hydro,85.23,27.5381
2010,Afghanistan,Other Fossil,7.95,27.5381
2010,Afghanistan,Coal,6.82,27.5381
2010,Haiti,Other Fossil,75.0,26.4982
2010,Haiti,Hydro,25.0,26.4982
2010,Lesotho,Hydro,100.0,26.2893
2010,Guinea,Hydro,76.19,24.2534
2010,Guinea,Other Fossil,23.81,24.2534
2010,Comoros (the),Other Fossil,100.0,23.9144
2010,Gambia (the),Other Fossil,100.0,22.9779
2010,Zambia,Hydro,99.9,20.9178
2010,Zambia,Other Fossil,0.1,20.9178
2010,Guinea-Bissau,Other Fossil,100.0,20.1296
2010,Liberia,Other Fossil,100.0,19.6605
2010,Myanmar,Hydro,71.81,17.601
2010,Myanmar,Gas,20.42,17.601
2010,Myanmar,Coal,7.42,17.601
2010,Myanmar,Other Fossil,0.35,17.601
2010,Eritrea,Other Fossil,100.0,17.5439
2010,Nepal,Hydro,99.69,17.4991
2010,Nepal,Solar,0.31,17.4991
2010,"Tanzania, the United Republic of",Hydro,50.66,16.3842
2010,"Tanzania, the United Republic of",Gas,44.09,16.3842
2010,"Tanzania, the United Republic of",Other Fossil,3.75,16.3842
2010,"Tanzania, the United Republic of",Bioenergy,1.31,16.3842
2010,"Tanzania, the United Republic of",Solar,0.19,16.3842
2010,Mozambique,Hydro,99.88,15.6805
2010,Mozambique,Gas,0.12,15.6805
2010,Mali,Other Fossil,50.85,12.5204
2010,Mali,Hydro,46.61,12.5204
2010,Mali,Bioenergy,2.12,12.5204
2010,Mali,Solar,0.42,12.5204
2010,Burkina Faso,Other Fossil,77.59,12.1751
2010,Burkina Faso,Hydro,20.69,12.1751
2010,Burkina Faso,Solar,1.72,12.1751
2010,Sierra Leone,Hydro,85.71,11.458
2010,Sierra Leone,Other Fossil,14.29,11.458
2010,Uganda,Hydro,54.38,11.2859
2010,Uganda,Other Fossil,40.51,11.2859
2010,Uganda,Bioenergy,4.38,11.2859
2010,Uganda,Solar,0.73,11.2859
2010,Madagascar,Hydro,53.85,8.872
2010,Madagascar,Other Fossil,45.38,8.872
2010,Madagascar,Bioenergy,0.77,8.872
2010,Niger (the),Coal,68.97,8.7124
2010,Niger (the),Other Fossil,31.03,8.7124
2010,Ethiopia,Hydro,97.41,7.5951
2010,Ethiopia,Bioenergy,1.2,7.5951
2010,Ethiopia,Other Fossil,1.0,7.5951
2010,Ethiopia,Other Renewables,0.4,7.5951
2010,Rwanda,Other Fossil,57.14,7.0773
2010,Rwanda,Hydro,39.29,7.0773
2010,Rwanda,Gas,3.57,7.0773
2010,Somalia,Other Fossil,100.0,6.4607
2010,Central African Republic (the),Hydro,81.25,4.4692
2010,Central African Republic (the),Other Fossil,18.75,4.4692
2010,Congo (the Democratic Republic of the),Hydro,98.85,4.2944
2010,Congo (the Democratic Republic of the),Gas,1.02,4.2944
2010,Congo (the Democratic Republic of the),Other Fossil,0.13,4.2944
2010,Chad,Other Fossil,100.0,4.2266
2010,Faroe Islands (the),Other Fossil,71.43,4.1104
2010,Faroe Islands (the),Hydro,25.0,4.1104
2010,Faroe Islands (the),Wind,3.57,4.1104
2010,Burundi,Hydro,87.5,3.4256
2010,Burundi,Other Fossil,12.5,3.4256
2010,Virgin Islands (U.S.),Other Fossil,100.0,0.1846
2010,American Samoa,Other Fossil,100.0,0.1811
2010,Guam,Other Fossil,100.0,0.1802
2010,Nauru,Other Fossil,100.0,0.0
